trip_id,cab_id,payment_id,start_location_latt,start_location_long,end_location_latt,end_location_long,Amount_paid,Amount_paid_type,cab_type,trip_rating,Cab_booking_time,Cab_booking_date,travel_time,waiting_time,discount_applied,single_lady
479,bf16fd63-559a-424c-9d04-0c17cc45b4bf,0716ad12-603a-4b0a-9aac-22f7753ea2cc,45.8836384,-73.2813569,26.7271466,85.9406745,1543.33,card,auto,4,1:14,10/2/2016,198,14,yes,no
480,e9295b32-6615-4753-8150-4e05f43bb4b6,cbe13bc8-7142-4e56-a510-4a081c652ed8,31.2183894,107.5080473,28.901726,109.924422,1811.29,cash,auto,4,0:27,6/23/2016,108,11,no,yes
481,05fb05af-bd7a-42ef-b26e-b56d6d998723,66fa1fa2-7d4b-4324-815a-a695582eed46,7.1854773,1.9979411,18.1965639,120.5989577,436.54,card,SUV,3,13:37,12/25/2016,124,26,no,no
482,934f689a-9092-4ac6-b6d6-8871a3d9a2cd,5107bfa7-e9a2-4ea5-b0b1-283e79fe6f4c,42.968044,129.84371,51.1665287,26.7693629,1699.48,cash,auto,5,20:20,5/26/2017,138,27,no,yes
483,76f19a0a-692e-471e-884d-65171126301c,bcc0a006-0a1a-4520-a21e-590d1ad58302,40.637939,69.59436,40.172301,117.226961,1135.1,card,sedan,4,1:19,4/20/2017,227,26,no,no
484,ec511518-a034-4241-ad24-e2c729384ae3,c6cd7cb0-7801-4db4-ba43-3684e85a4785,47.0162884,-68.1429994,15.1543718,-92.047026,275.93,card,SUV,3,13:34,10/10/2016,92,30,yes,yes
485,71ae6eee-30e8-453d-97a0-486070d38679,afc60681-c4ad-4a3e-bf83-74c7313469c1,46.3194856,-0.4546217,46.5485854,-75.5194643,669.67,card,sedan,4,7:47,11/13/2016,300,22,no,no
486,23f31bdd-2e17-40a7-b66c-c8394e137c96,9cf598d5-063c-470a-bbdb-41177d027244,-14.12,-71.47278,22.919769,113.618216,1581.53,card,SUV,3,16:34,10/3/2016,86,25,yes,yes
487,277e56c2-15e3-4b49-93cd-ca4ec4e2201a,15697ded-bde1-4baf-b97b-678069b372f7,50.75425,86.13414,15.9074577,120.4495523,1890.82,cash,micro,4,11:49,5/5/2017,237,28,no,yes
488,d8016ff2-9bfa-46ff-98b3-0612dfac8cb1,67c1f6db-1ae9-4707-b3fb-21a66a9023a1,51.7421319,39.1374839,6.6802044,101.4112049,189.22,cash,micro,3,22:03,5/4/2017,165,21,no,no
489,719212a7-e241-45c5-9dd6-c99f664cd0d0,6a77b48a-71bf-4aab-92d7-4fe5c3e50f0c,32.1775145,-5.4784365,13.9142931,-87.921223,1610.07,card,sedan,4,4:47,11/2/2016,158,21,no,yes
490,a3ccb5f1-db14-45f5-983e-b63630a0127c,b50a7704-d39b-4269-a117-169d71a983b4,24.629264,118.041444,22.279379,114.18077,535.96,cash,auto,4,10:51,2/2/2017,43,1,no,yes
491,56ff573f-4a0f-4311-9a47-8a7fabe81b49,30e53102-af72-44f9-8100-10144ea67165,59.0897572,9.6973548,59.31257,18.0626161,1395.27,cash,SUV,4,10:26,12/26/2016,161,28,no,no
492,6f1b5790-c575-485b-bd88-ca619d430bce,f14b5883-e31b-4eb4-9f18-03eee61a758e,41.450529,121.916465,9.61666,124.301366,951.89,card,auto,5,9:11,5/28/2017,294,16,no,yes
493,a59d7834-f35c-47aa-ac4e-0dde5e168311,fa6dd666-4f36-4b39-a05c-ba13897eb0b0,-9.9061087,-63.0330263,2.399572,-78.189712,764.11,card,sedan,5,12:10,11/22/2016,65,3,yes,yes
494,65c20609-80e3-43c9-8f1a-eb5b7c7af31b,1f009596-e538-4113-8829-ed18c0e92758,32.683659,112.196621,32.03213,35.14844,1365.05,card,auto,4,19:29,7/17/2016,270,19,yes,no
495,ea3f682a-bf47-4e4e-acc9-52374d401fd8,440de0ef-2e30-4901-b9f8-15af87834e2b,31.491169,120.31191,-7.0890281,108.8610899,1255.24,card,auto,3,22:01,3/8/2017,287,17,no,yes
496,d183bc21-cf02-442a-8249-2d61ef052626,fe8fdaf5-c92a-4fc8-8681-b7c0b2c4fb5e,-20.0207751,57.6240731,5.583059,-73.542575,1467.94,card,SUV,5,10:45,8/17/2016,215,24,no,yes
497,6efc886d-5ebc-4949-820f-52036832cdec,15d24a51-b230-4bf7-9d25-5ce253e21580,52.2828507,16.8550365,50.5353182,15.2594155,342.66,cash,SUV,3,5:06,2/7/2017,289,23,yes,yes
498,df3a45db-f18d-444e-b843-b8ccfcab5191,d56dbcea-56c6-4f82-a98c-8f3c5a5f87c7,50.8677076,19.2061348,-15.2159658,-69.6892254,1703.73,cash,SUV,5,4:49,10/19/2016,80,17,yes,no
499,f69f4f71-1223-4378-bb18-288580315fda,8365729c-37b9-48d5-83bc-163e149a432e,-20.015942,-49.7319925,47.6508882,-122.3084023,994.41,card,SUV,4,6:52,9/24/2016,193,10,no,no
500,d20cac79-c626-4621-aedf-d5e826ae4de5,2720ddb7-c76c-4b50-9b2b-fc81be6fde0b,44.0766295,132.3885311,-1.4391409,-46.3624686,1732.95,cash,auto,3,6:06,10/19/2016,169,21,yes,no
501,75357d97-5c4d-4bbd-9405-d0ee116d7d24,2a3d9492-7ec8-4697-8c11-3c7bd9423d45,-12.5502705,28.2409671,22.843818,114.164223,1361.11,cash,micro,4,18:01,9/10/2016,226,24,no,no
502,6770c0e0-d0bc-43ec-a71f-5b4be97bc433,0c7063e2-dc0d-4ddf-aadc-a93d695c49dd,-22.1859595,-46.7655989,43.3433802,132.8303672,1675.55,card,SUV,5,23:42,2/6/2017,271,11,yes,no
503,f150afe8-5012-41ab-b9fe-6104f182dff2,d3c5ec7b-421b-4db3-8205-a20230af7733,57.776041,26.0028389,14.5586303,121.047062,629.54,cash,auto,4,12:51,12/9/2016,287,29,no,no
504,8078469b-4231-4b6c-8d4e-0f563382e0c2,33e10a4c-9778-45e6-856c-54dfa405cc73,45.4835641,18.7768698,-7.633333,108.366667,339.18,card,micro,5,18:39,5/29/2017,264,10,no,no
505,e6557eb6-6105-4688-b019-92b73eeb98b4,926e0080-bf7a-405b-bf04-09e382575e37,38.6099176,-8.8036223,42.4681713,-83.1589716,1470.38,cash,SUV,5,5:44,7/12/2016,249,27,yes,yes
506,e44c7f22-4075-4c52-ae09-cec35ac1b380,c6f67b7f-6a2e-4b5c-ad1b-e61c71a1af49,44.3983211,17.940625,-7.8013074,111.6541483,1360.74,cash,sedan,5,2:05,5/27/2017,163,9,yes,yes
507,ebf3e5ae-7be2-4158-b592-25b84e208b7f,0e9684b6-0b32-4e31-9b90-fc8d04ed9bea,1.058464,-77.5661219,35.54729,65.5676,1128.87,card,auto,4,17:25,8/8/2016,171,4,yes,yes
508,4d40f313-f851-408e-9f38-55f837df78bf,7669da42-65b3-4982-9dec-526570331c14,48.64989,-53.11474,-24.4770763,25.8906212,483.5,card,sedan,5,4:43,4/11/2017,57,4,no,yes
509,6ccfa073-1f7d-40b9-8bc0-5c4174502734,f02bc061-b1c7-4490-a4f5-5c6417fa3970,38.6319438,-9.0477594,15.79903,120.4542479,471.03,cash,auto,4,2:50,6/16/2017,85,17,yes,no
510,2716db43-045f-45ec-906a-3ea1c9789c39,809ae4d1-b785-4cb3-b925-61732bea53d8,34.7577423,-2.432221,39.2274333,-9.1706522,595.96,card,auto,5,16:08,5/29/2017,220,15,yes,yes
511,72f712b5-fe35-4fd0-92ad-fba118f066b7,7120fbee-b8da-466e-8e5d-7fa7ffdd1b75,16.0045432,101.207047,50.8963676,40.5554489,1200.64,card,auto,4,12:12,4/9/2017,165,23,no,no
512,5450f969-fb05-469b-90b7-cd7aef1ffbbe,023dba33-0630-43eb-904b-c82765dddfbb,32.2298219,72.5051389,47.251733,34.332233,1814.83,card,sedan,4,8:54,3/23/2017,34,15,no,yes
513,7e80fcbd-0e8c-4fcd-b760-3e311ddb1042,9c5f581a-55b0-42c9-9127-282b1bd4472e,-7.1278,108.2102,37.5743169,140.0611908,1765.04,cash,auto,5,14:37,6/20/2016,274,28,yes,yes
514,01299507-9162-4d9f-a597-75ca07a368e2,28d639ad-d912-4867-bbba-b5a87f4d7665,13.487968,-15.2648301,31.806293,35.109193,567.58,cash,auto,5,23:44,3/9/2017,226,27,no,yes
515,7faabdc4-9973-4ea6-9b68-24ac45d45690,c838396c-e52a-44ff-9cb0-b67c0db9351b,51.7181762,17.7257496,50.0248149,20.6621099,153.98,cash,SUV,4,15:21,11/23/2016,130,16,no,yes
516,3fa87b4b-6e7b-4892-a8e3-9e40b5e5bb74,344abe72-0124-409e-9d8d-a8e12dc5e599,43.4945737,5.8978018,41.3108613,-8.1338719,539.12,cash,SUV,3,10:08,1/6/2017,142,16,yes,no
517,cd63d6db-83e8-44b4-a36d-bcad42fc0a32,58b7cb0c-638e-4597-8f9a-4743120f4d8b,48.8179158,1.967221,14.5639944,121.0326387,737.28,cash,SUV,5,9:06,9/4/2016,103,5,no,yes
518,a5f08630-8408-4366-a417-6861f251248f,bb7a1a5b-f56c-44ec-9999-c08b77ab962d,5.5001866,5.9938339,25.462752,119.849709,778.17,cash,auto,3,23:29,5/15/2017,132,14,yes,no
519,8bbc6ee2-fba7-45e9-b496-3431fd6b48fb,06d70c03-8a6c-4239-a231-b38cf63ddfa6,41.5688939,-8.6474423,20.2573532,0.9910298,184.54,card,SUV,5,3:49,4/19/2017,300,19,yes,yes
520,7da92910-5e85-40fd-a432-9762d4c714af,e07451a1-ded3-4fe8-acd8-27d5bb075dda,52.87925,14.20222,5.9840985,116.0761121,1558.64,cash,auto,3,13:33,9/8/2016,261,20,yes,yes
521,d43189ff-9830-4853-824b-3a22fc701ac9,3a1ec892-53dc-4193-97dc-0ae69e741105,-16.7293695,31.1166193,-14.29034,-178.16551,1469.43,cash,SUV,5,13:06,4/6/2017,125,17,no,yes
522,9cfed081-8323-4e5f-9270-eb3284a9788d,b96aaa67-6f38-4661-bfc1-f964b20a42a3,37.4951161,-8.4978441,39.014268,-94.4027782,140.63,card,SUV,5,13:29,12/17/2016,82,0,yes,no
523,c420e945-9ec5-47d2-b5ff-736e260b3b33,930b66ad-094f-493e-9dc3-93bd1ddbf88e,24.3520171,116.6930225,-8.4573045,117.185294,1854.59,cash,sedan,4,8:55,2/19/2017,118,16,no,yes
524,bfbe9b67-49e2-43ed-addd-b0e5e9e6ac08,4f035b1f-57b1-4157-909e-0257899b0dae,28.460473,117.690148,-3.2244045,-39.7755571,1746.18,card,SUV,3,13:25,12/17/2016,166,17,no,no
525,822e5d40-9244-46b3-912a-f6c98596b1d3,d1896fca-13f6-4e80-af9a-1685522061cd,41.7820601,20.0881443,41.4043131,-8.233117,703.55,card,SUV,4,1:56,5/4/2017,235,29,yes,no
526,e5fc1cf1-5a11-4152-a97e-0d78ced812b4,2ac54a3c-f48d-4abf-855a-e1c52551af4a,48.3627105,25.7753797,-7.6611598,109.7976584,890.22,cash,SUV,5,19:44,6/24/2016,291,0,yes,no
527,dbdfcdc9-d097-4fa9-bb76-5474a916a9e1,acdf6947-1fe5-4fc3-839f-eda2f7dcc1b4,-3.3937106,-44.3606211,39.612728,113.497098,1730.17,card,auto,3,14:07,10/17/2016,98,5,yes,yes
528,4a117084-be59-47d4-9618-5e15f8d8ae4e,06d3399b-3011-4585-8a43-a84443872703,-7.759054,113.0396024,49.8053451,6.4041782,1927.26,cash,SUV,5,6:59,5/26/2017,50,18,no,no
529,42b12e33-eb4b-4c34-9303-c7064a94cd8c,9cb31c63-b410-4044-96fb-b8f3f9745c95,9.8045793,125.4425344,51.38494,30.19978,1292.16,cash,sedan,4,1:06,9/18/2016,56,16,yes,yes
530,6bd538c6-6172-404c-82f8-599349238da1,79cada9b-9146-4f42-a602-55794a47b936,13.8093174,-87.2593454,50.3308509,15.2702996,1413.65,cash,SUV,4,8:32,7/1/2016,131,9,yes,no
531,a7fe6e48-0420-44f3-9856-02e6d877113f,a7629a7b-d345-4a00-8677-3bf03742ad4a,21.0598649,105.4943648,44.0127932,20.9114225,565.99,card,sedan,5,18:57,12/19/2016,217,11,no,yes
532,06746cd1-cd82-4213-b522-66b988a364fa,ac0a5eb9-4a81-4afd-b4fd-3550168361b7,41.3088566,-8.6765618,38.8189466,-77.0593246,454.72,cash,SUV,4,21:17,10/26/2016,170,21,yes,yes
533,551e5f75-3e8d-43d7-831a-c96a20ce62d1,d4e9dc9f-e3e9-44f0-ab7f-184bf7db15f4,27.58773,99.769283,46.068811,6.568907,894.96,card,SUV,3,18:53,2/14/2017,272,26,no,yes
534,d1659984-6745-4c1d-a83e-d245f8b31a68,5bf0e588-57de-41a9-bb75-3f30289efa62,25.60162,103.817356,4.9741169,9.9353318,1327.81,card,micro,4,1:23,1/12/2017,255,10,no,no
535,4a50a2ca-a48b-470f-9ca5-720e192ea969,bb326b6b-b14f-437e-a80c-a04de3292fa3,39.3195065,-7.4906959,-10.7903678,123.1407761,1982.57,cash,SUV,5,0:48,4/4/2017,135,23,yes,no
536,745060de-95b2-4c02-9fc9-019ce7c310b3,277c8c04-d7ad-4142-9be4-6fe75ed2a799,15.3993773,120.9422852,51.524571,32.5004914,743.45,cash,SUV,4,13:24,11/4/2016,271,6,yes,yes
537,077a0602-529b-4076-8fba-fd09cae2ce0b,a0ada0bd-591e-4077-8a94-97f115855341,-29.5904737,-51.3738524,11.582354,-11.8920237,938.92,cash,micro,3,11:41,3/14/2017,96,1,yes,yes
538,7a18ddff-4e27-42e8-9525-828c489009ca,598ab20b-484e-464d-a91d-53cef0e39a5f,-28.0964966,27.1323579,9.5384134,105.2428853,1813.13,cash,auto,5,5:50,4/1/2017,220,28,yes,no
539,161317b8-1fe8-44a0-9fa7-cb89ba64ccba,1881e05c-37de-4e5a-b614-d0d1d76c5aad,48.9200144,17.1656129,18.4320055,98.9024603,1963.86,card,SUV,4,11:23,2/9/2017,204,24,no,no
540,6b13fbf2-ddbc-4c50-8a34-b7cecb7f33cf,d92c0d2d-8566-4c34-a3aa-404a916cbc40,40.64278,19.65083,45.7058849,16.0378191,409.02,card,SUV,5,9:22,5/16/2017,143,23,yes,no
541,9f9a9dfc-23fe-4fdc-b2f1-e0736f840fe8,f6dfd0d7-a19c-4ed7-bffd-c08c9ebdca68,36.3845687,140.2519636,17.7409147,-91.7660525,1093.39,cash,micro,3,16:43,8/21/2016,76,27,no,no
542,1690e36e-dd21-4af6-88f2-daddef8a78e5,5c60392a-5c56-4f94-97a4-57eaf39d6bad,18.30987,-77.901428,41.4266886,48.4345577,840.25,cash,sedan,3,11:25,8/16/2016,93,7,no,no
543,c7546fcb-ba30-416e-b013-a4b2e4f8af7c,b5e5f47a-cca0-4c5a-a64e-38d3d7ad822a,59.7620958,18.7017911,51.3436553,25.8490867,1394.57,card,auto,5,8:32,7/5/2016,178,4,no,yes
544,35806b1d-5457-420d-8211-1cf79c5b52b1,9eba72d9-1c75-4746-8933-97a24bd69d50,30.572815,104.066801,7.5433333,149.4122222,1179.65,cash,SUV,5,12:22,12/14/2016,227,6,yes,no
545,0de38e22-112c-403a-a305-072afa90742e,7dedf8fa-f1b1-4f6d-9836-a4f278a7b945,3.7796742,9.9772486,11.8816553,-15.6177942,1771.17,card,auto,3,17:05,12/18/2016,229,24,no,no
546,7a3281a2-83a3-4ba3-8358-358cc7df606f,9bc4c895-9139-493d-b7e8-697e982d00ba,46.4845293,13.7857145,-46.5603901,169.4690405,735.02,card,SUV,5,2:11,3/20/2017,223,29,no,no
547,d06b7a68-c7e9-4624-910e-5526d689c525,c2e2b43a-4bee-48c0-8074-030e1a97f4fc,-13.9468358,-39.6724573,46.2286,-73.01917,163.6,cash,SUV,3,2:16,1/7/2017,213,30,yes,yes
548,7287dfef-e0ac-428e-affb-45fa593a4d3d,104de093-9beb-4266-8faa-d3e4a2517a3f,45.6629694,6.3760602,28.517456,81.7787021,1422.01,card,SUV,5,14:04,9/3/2016,178,2,yes,no
549,e4fb9bad-8582-4a54-a641-2030b63aec42,3c9d9502-0509-47f5-9ad1-91bdfb083696,49.0321605,1.2408185,25.504173,101.241728,129.46,card,micro,3,8:44,6/23/2016,106,19,no,no
550,7c021a22-ab85-417e-b5b6-17206c152f59,2559134b-8395-41eb-aae5-4534c77c0b52,-7.0725035,107.6777669,23.028301,115.84573,835.06,cash,auto,5,15:02,6/10/2017,161,16,yes,yes
551,5759f0c5-c23e-45de-9de5-02a1e3a596e2,975fe610-c5fe-49db-88ea-8f5d74eb5075,48.3441198,33.5244801,41.2994958,69.2400734,1456.24,cash,sedan,3,0:09,10/19/2016,85,24,no,no
552,00efda05-4ed8-4ede-b62e-fc5e4a9acd60,ba7da4d0-0a69-419d-b6dc-84dd594a5a06,14.5699334,121.0204582,6.6635241,8.6050736,1452.29,card,sedan,5,11:18,5/10/2017,177,2,no,no
553,48ed1dd6-1b43-40de-9073-a7da2dd4fc0c,8702ca5f-6429-4c5c-9ff0-33e61299e3e3,-29.5904737,-51.3738524,42.3604802,-71.0590624,764.71,card,SUV,4,0:53,9/30/2016,30,4,yes,no
554,a18c6047-5a82-4e1a-b6e2-8e4dd333768b,276f166b-073d-4309-9bc4-fbfc841272aa,35.490701,112.851831,58.1970987,15.0537794,1209.6,cash,sedan,4,13:27,1/24/2017,155,17,no,no
555,7ac6e1cb-80fe-43c1-97aa-b5db5ece147a,1fa7ea0d-a20a-44e6-a845-25b2a0d3ada9,2.7697259,-60.7126625,31.236215,121.477445,1683.25,cash,SUV,5,16:49,12/11/2016,300,8,no,yes
556,f22dd998-a012-4bc6-9063-2df09ad7ba5f,1ffe5981-3917-46d9-96de-491d08f388a6,-8.3833419,118.7256312,-20.3253713,-48.310855,368.6,cash,sedan,5,23:32,10/22/2016,126,3,yes,no
557,39e41738-5ce7-499d-b225-5223643579f9,e5e0a2e3-7de9-4a27-9ae7-3516a0a45867,43.4945737,5.8978018,17.7434868,121.7376392,1927.95,cash,SUV,4,2:39,2/14/2017,210,29,no,no
558,9443d1b0-ab97-482f-bdbf-c3c72c457d09,f3a37a0f-d132-4eb7-8cde-0a8ffab83660,51.3870782,28.8660119,54.0542238,-2.0215836,492.36,card,SUV,5,18:45,1/11/2017,228,17,yes,no
559,b0deb160-9db3-49fb-b953-300350e3e2b1,67c15ae1-b3e7-49f3-87fd-27d6828f8ec6,52.177639,-1.585418,53.3141205,-6.2387374,1868.13,cash,auto,4,9:41,8/13/2016,111,24,yes,yes
560,b6803ce0-70bf-4bbd-a2b2-639e36058c40,656f1ef6-648b-4df1-9731-4cc7c68b45cf,47.6025001,-122.3385759,26.1656051,50.5523828,1806.03,cash,auto,4,6:56,5/31/2017,93,28,yes,no
561,ae98b072-9238-4f7d-b5a0-97bccb5fc146,af05a97a-4257-4607-ac9e-ef369215a292,-22.9524249,-47.3139886,44.2,118.46667,1090.01,cash,SUV,4,20:10,8/28/2016,58,26,no,no
562,4f989ca0-be93-4773-8bd6-0e24c05fe039,51cbffc4-ca19-4796-bb35-ce4f679145ae,52.6738562,41.7631303,9.0056327,-62.6471664,987.92,cash,SUV,5,7:58,8/10/2016,219,29,yes,no
563,9aa3b334-c906-4596-b853-61e7ef65b571,8c21b623-250d-4b94-a1a5-9d04440650f1,49.387383,1.0839961,7.9601788,-6.6745042,620.39,card,SUV,5,23:09,4/30/2017,113,1,no,yes
564,dc08abc6-b4b2-4ee6-8d2d-862d3a7ca6e8,887cf9b6-2b63-4128-b3de-186de31260f1,21.630384,111.000373,31.215291,118.931012,208.01,card,auto,4,0:17,4/3/2017,276,22,yes,yes
565,4fa13ca5-6f57-48c0-99bd-856df451a839,ffd4a900-db28-459a-8add-708c4c4a88b5,31.0147222,28.2477778,52.423387,20.9739484,1180.65,card,SUV,5,5:44,7/25/2016,50,22,no,yes
566,97a66997-6e84-416f-bba6-e7b03c5db1c3,28e8a052-428c-4a68-92e7-5d52ae5dc56f,31.2144668,121.4890556,59.3462826,18.0843085,919.86,card,SUV,4,0:16,2/2/2017,133,3,no,yes
567,2b991835-29df-43bb-8737-1129fcb98857,40b55943-cffb-493c-b273-0d8b69bef84a,35.2150626,135.2255291,25.489999,103.796167,1174.39,card,SUV,3,0:27,9/23/2016,298,7,no,no
568,3c0d3627-7352-45d5-b5d2-76ee530b624c,6bf7dfa6-f57d-4140-a215-931dfcef1936,8.287423,100.1927389,22.9550072,113.0126011,1663.07,card,auto,4,22:36,11/24/2016,266,20,yes,no
569,d6b44adb-4bb6-4aae-9e5a-1e9f08f18ce7,0d2437fe-861c-4eb7-9488-22e5d7ad2539,-6.2855885,106.701673,60.6204071,25.8776098,1854.83,card,auto,5,19:43,3/14/2017,64,0,yes,yes
570,943fd18e-ecf8-45cf-b3b7-98ea594a5c1f,279722e7-4b47-4241-971b-5839d25c396a,48.892701,2.233089,-8.4813579,122.9634852,215.58,cash,SUV,5,9:34,5/31/2017,244,28,no,yes
571,6915754b-a645-47fd-9534-322da4edf3fa,d8c7dba0-3bdb-454c-b96e-ec9c623a1c1a,40.5,-80.06,27.570531,117.652349,1683.74,cash,auto,3,0:12,4/27/2017,32,14,yes,yes
572,e77ba33f-af2c-4c47-9d8a-f732ce68e925,5fbf2f16-8a59-46e0-b8a3-c4bd89c7fcba,35.315039,113.908772,51.29579,18.38073,718.38,card,auto,5,2:09,2/26/2017,138,30,no,yes
573,d0e1c380-6e2a-4f5b-af52-9680b147d30a,dd98971a-cf2d-45d6-89d6-4157ba6ae991,40.3753066,-8.7157832,30.3619359,51.1611537,1226.03,cash,micro,3,5:55,8/30/2016,216,5,no,no
574,92e6c383-5f4f-444d-b04b-dbbabf8086a3,0a2cbafb-5e0f-431b-ad61-710b73bae671,41.811979,126.918087,53.8399736,92.6676385,1368.46,card,micro,3,14:35,3/4/2017,121,17,no,yes
575,02f05691-7fc9-4a6d-b58b-222dca97391b,7cc74cdc-1ea0-4803-a5eb-74e18264561d,39.5068579,-8.555621,46.1650664,-62.6480207,1369.44,cash,SUV,4,0:46,12/2/2016,200,10,yes,no
576,f48f2981-0843-4ec9-bbf1-07a85e26c407,c52cb742-0475-426d-95be-e47c3f08ee11,18.0443274,-76.2754275,15.1757062,120.5879653,1958.43,card,SUV,5,9:10,4/20/2017,110,22,yes,no
577,55e9cec0-0a89-4e0c-bbf9-d41951c3b37b,f5a5c4b0-dcc1-4977-a4b5-e90e61d81aa4,55.0764307,98.8426483,26.790544,99.816059,1567.35,cash,SUV,5,0:30,7/31/2016,238,7,no,yes
578,a30b02f7-db34-4f6f-9cfc-86a75271d41f,3f22f5d1-4fa5-49a2-9adc-7e7b1b7ef270,42.8302933,-1.6299338,-22.1147688,-45.0584384,497.72,card,sedan,4,21:07,1/21/2017,123,28,yes,yes
579,e7538ac0-1949-4968-877e-4ab65f51133b,be0df5df-fdd6-4781-b7f9-b6f1bb48e5b6,22.691253,114.346251,40.708873,-74.0093553,1041.55,cash,sedan,4,18:52,9/27/2016,54,21,no,yes
580,da68d310-99d6-4b98-9094-56fcb07ae765,4bd3daa0-6b88-4b74-afa6-3463b93f9d52,51.0377956,31.8880994,11.565435,-85.9917437,697.91,cash,sedan,5,10:54,3/14/2017,145,2,no,no
581,31c2b355-a16a-4aa9-a241-f45187ef3c05,e6956e53-09f2-44fc-a839-e0ad6c799ca8,49.5318094,15.2242807,-27.3777068,-55.9237269,226.18,cash,auto,5,11:56,9/2/2016,61,26,yes,yes
582,da0d9213-3f41-427a-b1de-c085aec75c85,425e7bdf-f398-43ba-87ab-f40a489962ed,20.9069092,-77.2807423,-21.5231259,165.9557544,445.02,cash,sedan,3,4:51,4/16/2017,160,17,yes,yes
583,8ddf4b2b-3af7-4cea-975d-358dc271de64,682a0c4b-97bd-4636-b819-59c97166ac64,30.641073,118.315476,27.6673175,114.4109921,1793.85,cash,SUV,5,20:03,8/26/2016,116,29,no,no
584,8e348b67-7e85-4078-98f4-84b7a2791060,3bd18e59-aa9e-4121-9bc5-dbd0e67d43ab,26.11,-80.3,25.606486,100.267638,683.71,card,sedan,3,8:20,10/6/2016,206,6,no,yes
585,724b6d73-4078-444e-95c8-117c4bebf6e3,72645878-361d-496e-9651-5ea96a09f82b,28.424415,110.1808,36.599744,101.803717,1742.28,card,SUV,4,9:48,5/16/2017,149,13,yes,yes
586,16389d4f-1119-4b0e-a533-33165a047907,69ecb90a-93d0-4f22-abef-2942ff57bf76,33.811128,36.1572559,9.5608923,-73.3384471,224.96,card,SUV,4,5:38,6/9/2017,204,22,yes,no
587,e3a9184e-6aca-4aab-99ea-ebb2e4292e44,76561917-d0ec-4b56-9afd-4205d6c02a32,47.3752386,-0.8453268,-34.6045775,-58.3799949,1618.96,cash,auto,5,21:47,3/2/2017,231,19,yes,no
588,0440ef46-cb67-4431-87ec-7091f07b95eb,0f54951b-cfc9-43dd-87d5-1f81b172ed69,49.4378273,1.0974675,45.9045993,19.0656051,1543.25,card,SUV,3,22:09,9/30/2016,148,10,no,no
589,2bac57c6-1cae-4912-a3d3-31e565e3673f,7ba5fe6f-c1a7-4d1a-8e6b-52b72b55b47e,45.199035,5.110871,27.8914335,65.8232788,1181.66,card,SUV,3,23:09,2/16/2017,84,25,yes,no
590,52055c74-69f4-48de-9499-9ade31969a8c,e7a834dc-d8e8-458b-b300-9331b075336b,55.6116874,37.6861486,50.756497,21.8951181,272.68,card,SUV,3,15:23,10/10/2016,97,27,yes,yes
591,730cc7be-44c2-40a3-87ea-f00201f3283b,60c45d9e-9907-40cf-a443-245f1140c426,45.0510883,16.0518078,9.0667013,-79.3873743,727.8,cash,SUV,4,4:05,6/15/2017,261,5,no,no
592,2f41753c-a4ff-4189-b9b1-0cb8abdfefe3,e3350a18-5564-4a2c-ab6a-f9a4aaa8959d,31.686188,104.969819,29.338873,110.525449,759.85,cash,auto,4,18:00,5/19/2017,92,3,yes,no
593,184c3d04-548e-4949-989b-18f1fd762906,1c7f91d9-aed6-47db-afc2-ccf57d0de176,40.5871242,43.8677691,30.137065,113.509285,1465.37,card,SUV,5,3:49,12/14/2016,237,0,yes,no
594,5a225a71-1d1e-4bec-a397-26f4fa7c03c7,b82d3fe7-6cdf-4175-928c-4e34674f0c62,41.4493594,44.5488663,-7.0727,108.0258,192.36,card,auto,4,3:21,4/19/2017,134,5,yes,no
595,31e97e04-f105-4a44-abd5-f737a8cbe534,b39767f8-ab3a-4800-81b7-89d29cfc10f2,-8.2824,125.0434,-38.848827,-68.119936,1755.29,card,SUV,5,14:00,12/28/2016,249,21,no,yes
596,fb2bef6b-7b37-4ae8-9b61-95d1acb5750f,0efc4f64-b1f3-4aa7-b039-79ca32510c17,31.7640178,54.578097,34.662234,109.226101,1429.57,card,SUV,5,13:25,5/1/2017,41,0,no,no
597,040953e6-b0b5-488d-a514-1f98b5750119,432ea6f4-bc76-4f0c-96aa-1bf7e23dd781,14.6507289,-90.5128018,-23.3969772,-46.9995522,192.45,cash,SUV,4,0:19,9/7/2016,208,27,yes,yes
598,605c4c75-c9a8-467e-b413-28ce13f23743,9ba22777-cb7a-475f-9df8-2227d0f504ad,49.2272998,2.8814002,38.7522606,125.3246769,166.28,card,auto,5,8:48,4/21/2017,253,4,no,yes
599,5e915c61-78c7-4160-934a-0763cf17a195,d252e326-3840-40c1-9eb7-1a6dd9d24046,46.0245004,20.1143093,45.417087,-0.302506,1104.31,card,sedan,4,21:42,11/4/2016,180,25,no,yes
600,fbef03cc-a8f7-4734-abda-b4771c88499c,6207c4ca-d564-4560-b534-07d1c334e8da,-3.0114,133.7626,8.9061016,117.5524235,271.09,card,auto,4,16:35,5/27/2017,80,10,yes,no
601,c7bdb133-0dc4-49ef-a7c8-64e3340db92e,48c72d50-6392-42ef-ac16-4102817772ee,32.118776,115.634159,35.8896981,139.7894017,1389.1,card,sedan,3,19:02,7/14/2016,235,12,yes,no
